NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,n,Stim.started_mean,Stim.started_raw,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.stopped_raw,order
17,['3'],3,TMTstop-A_1_6linestimulus14.png,TMTstop-A_1_6greenlinestimulus14.png,TMTstop-A_1_6redlinestimulus14.png,TMT_A,A6,142,None,5,1.0,308.10608332004045,308.10608332004045,,0.0,0.0,0.0,,308.10608332004045,308.10608332004045,,16.0
18,['2'],2,TMTstop-A_1_6linestimulus15.png,TMTstop-A_1_6greenlinestimulus15.png,TMTstop-A_1_6redlinestimulus15.png,TMT_A,A6,143,None,5,1.0,308.1394399000419,308.1394399000419,,0.0,0.0,0.0,,308.1394399000419,308.1394399000419,,17.0
19,['3'],3,TMTstop-A_1_6linestimulus16.png,TMTstop-A_1_6greenlinestimulus16.png,TMTstop-A_1_6redlinestimulus16.png,TMT_A,A6,144,None,5,1.0,308.1727964800433,308.1727964800433,,0.0,0.0,0.0,,308.1727964800433,308.1727964800433,,18.0
20,['1'],1,TMTstop-A_1_6linestimulus17.png,TMTstop-A_1_6greenlinestimulus17.png,TMTstop-A_1_6redlinestimulus17.png,TMT_A,A6,145,None,5,1.0,308.20615306004476,308.20615306004476,,0.0,0.0,0.0,,308.20615306004476,308.20615306004476,,19.0
21,['2'],2,TMTstop-A_1_6linestimulus18.png,TMTstop-A_1_6greenlinestimulus18.png,TMTstop-A_1_6redlinestimulus18.png,TMT_A,A6,146,None,5,1.0,308.23950964004615,308.23950964004615,,0.0,0.0,0.0,,308.23950964004615,308.23950964004615,,20.0
22,['1'],1,TMTstop-A_1_6linestimulus19.png,TMTstop-A_1_6greenlinestimulus19.png,TMTstop-A_1_6redlinestimulus19.png,TMT_A,A6,147,None,5,1.0,308.27286622004755,308.27286622004755,,0.0,0.0,0.0,,308.27286622004755,308.27286622004755,,21.0
23,['2'],2,TMTstop-A_1_6linestimulus20.png,TMTstop-A_1_6greenlinestimulus20.png,TMTstop-A_1_6redlinestimulus20.png,TMT_A,A6,148,None,5,1.0,308.306222800049,308.306222800049,,0.0,0.0,0.0,,308.306222800049,308.306222800049,,22.0
24,['3'],3,TMTstop-A_1_6linestimulus21.png,TMTstop-A_1_6greenlinestimulus21.png,TMTstop-A_1_6redlinestimulus21.png,TMT_A,A6,149,None,5,1.0,308.3395793800504,308.3395793800504,,0.0,0.0,0.0,,308.3395793800504,308.3395793800504,,23.0
25,['2'],2,TMTstop-A_1_6linestimulus22.png,TMTstop-A_1_6greenlinestimulus22.png,TMTstop-A_1_6redlinestimulus22.png,TMT_A,A6,150,None,5,1.0,308.37293596005185,308.37293596005185,,0.0,0.0,0.0,,308.37293596005185,308.37293596005185,,24.0
None,None,None,TMTstop-A_1_6linestimulus23.png,TMTstop-A_1_6greenlinestimulus23.png,TMTstop-A_1_6redlinestimulus23.png,TMT_A,A6,Feedback_last,None,5,1.0,308.40629254005324,308.40629254005324,,1.0,1.0,0.0,,308.40629254005324,308.40629254005324,,25.0

extraInfo
participant,
session,001
date,2022_Nov_17_2325
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,59.96591537769307
