NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14,['2'],TMT-A_1_3linestimulus11.png,TMT-A_1_3greenlinestimulus11.png,TMT-A_1_3redlinestimulus11.png,None,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4860869999975,None,['1'],0,[0.26069970001117326],56.4860869999975,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
15,['3'],TMT-A_1_3linestimulus12.png,TMT-A_1_3greenlinestimulus12.png,TMT-A_1_3redlinestimulus12.png,None,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.81924579999759,None,['2'],0,[0.14550810000218917],56.81924579999759,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
16,['2'],TMT-A_1_3linestimulus13.png,TMT-A_1_3greenlinestimulus13.png,TMT-A_1_3redlinestimulus13.png,None,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.034676399998716,None,['3'],0,[0.04984350000449922],57.034676399998716,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
17,['3'],TMT-A_1_3linestimulus14.png,TMT-A_1_3greenlinestimulus14.png,TMT-A_1_3redlinestimulus14.png,None,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.159354699993855,None,['1'],0,[0.18244820000836626],57.159354699993855,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
18,['2'],TMT-A_1_3linestimulus15.png,TMT-A_1_3greenlinestimulus15.png,TMT-A_1_3redlinestimulus15.png,None,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.423352799989516,None,['2'],1,[0.36565419999533333],57.423352799989516,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
19,['1'],TMT-A_1_3linestimulus16.png,TMT-A_1_3greenlinestimulus16.png,TMT-A_1_3redlinestimulus16.png,None,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.86077590000059,None,['3'],0,[0.2562489999982063],57.86077590000059,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
20,['3'],TMT-A_1_3linestimulus17.png,TMT-A_1_3greenlinestimulus17.png,TMT-A_1_3redlinestimulus17.png,None,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.19499039999209,None,['1'],0,[0.7426395999937085],58.19499039999209,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
21,['1'],TMT-A_1_3linestimulus18.png,TMT-A_1_3greenlinestimulus18.png,TMT-A_1_3redlinestimulus18.png,None,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.020694699996966,None,['2'],0,[0.3860922999883769],59.020694699996966,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
22,['2'],TMT-A_1_3linestimulus19.png,TMT-A_1_3greenlinestimulus19.png,TMT-A_1_3redlinestimulus19.png,None,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.48582469999383,None,['2'],1,[0.35123260000545997],59.48582469999383,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
23,['3'],TMT-A_1_3linestimulus20.png,TMT-A_1_3greenlinestimulus20.png,TMT-A_1_3redlinestimulus20.png,None,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9096872999944,None,['3'],1,[0.4877964999905089],59.9096872999944,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
24,['2'],TMT-A_1_3linestimulus21.png,TMT-A_1_3greenlinestimulus21.png,TMT-A_1_3redlinestimulus21.png,None,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.47905949999404,None,['1'],0,[0.747180100006517],60.47905949999404,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
25,['3'],TMT-A_1_3linestimulus22.png,TMT-A_1_3greenlinestimulus22.png,TMT-A_1_3redlinestimulus22.png,None,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.29837609999231,None,['1'],0,[0.7829819000035059],61.29837609999231,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
None,None,TMT-A_1_3linestimulus23.png,TMT-A_1_3greenlinestimulus23.png,TMT-A_1_3redlinestimulus23.png,None,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.15972260000126,None,None,1,,62.15972260000126,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
1,['3'],TMT-A_1_4.png,TMT-A_1_4.png,TMT-A_1_4.png,10,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,63.170877600001404,None,,,,,,,,,,,,,,66.23562369999127,None,['1'],0,[0.876223300001584],66.23562369999127,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
2,['1'],TMT-A_1_4.png,TMT-A_1_4firstgreen.png,TMT-A_1_4firstred.png,10,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.18706029999885,None,['2'],0,[-0.006374500007950701],67.18706029999885,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
3,['2'],TMT-A_1_4linestimulus0.png,TMT-A_1_4greenlinestimulus0.png,TMT-A_1_4redlinestimulus0.png,10,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.25662159999774,None,['3'],0,[0.08320379999349825],67.25662159999774,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
4,['1'],TMT-A_1_4linestimulus1.png,TMT-A_1_4greenlinestimulus1.png,TMT-A_1_4redlinestimulus1.png,10,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.40948089999438,None,['1'],1,[0.09909489999699872],67.40948089999438,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
5,['2'],TMT-A_1_4linestimulus2.png,TMT-A_1_4greenlinestimulus2.png,TMT-A_1_4redlinestimulus2.png,10,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.58974820000003,None,['2'],1,[0.014089699994656257],67.58974820000003,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
6,['3'],TMT-A_1_4linestimulus3.png,TMT-A_1_4greenlinestimulus3.png,TMT-A_1_4redlinestimulus3.png,10,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67306459999236,None,['3'],1,[0.01884079999581445],67.67306459999236,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
7,['2'],TMT-A_1_4linestimulus4.png,TMT-A_1_4greenlinestimulus4.png,TMT-A_1_4redlinestimulus4.png,10,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77034719999938,None,['1'],0,[0.06365729999379255],67.77034719999938,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
8,['3'],TMT-A_1_4linestimulus5.png,TMT-A_1_4greenlinestimulus5.png,TMT-A_1_4redlinestimulus5.png,10,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.90943659999175,None,['2'],0,[-0.0061274000036064535],67.90943659999175,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
9,['2'],TMT-A_1_4linestimulus6.png,TMT-A_1_4greenlinestimulus6.png,TMT-A_1_4redlinestimulus6.png,10,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.97896569999284,None,['3'],0,[0.05359949999547098],67.97896569999284,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
10,['3'],TMT-A_1_4linestimulus7.png,TMT-A_1_4greenlinestimulus7.png,TMT-A_1_4redlinestimulus7.png,10,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.10367309999128,None,['1'],0,[0.0593213999964064],68.10367309999128,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
11,['1'],TMT-A_1_4linestimulus8.png,TMT-A_1_4greenlinestimulus8.png,TMT-A_1_4redlinestimulus8.png,10,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2357420999906,None,['2'],0,[0.034016899997368455],68.2357420999906,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
12,['3'],TMT-A_1_4linestimulus9.png,TMT-A_1_4greenlinestimulus9.png,TMT-A_1_4redlinestimulus9.png,10,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3468312999903,None,['3'],1,[0.0026453000027686357],68.3468312999903,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
13,['1'],TMT-A_1_4linestimulus10.png,TMT-A_1_4greenlinestimulus10.png,TMT-A_1_4redlinestimulus10.png,1,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.42348099999072,None,['1'],1,[0.07534149999264628],68.42348099999072,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
14,['3'],TMT-A_1_4linestimulus11.png,TMT-A_1_4greenlinestimulus11.png,TMT-A_1_4redlinestimulus11.png,None,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.56892669999797,None,['2'],0,[0.08849460000055842],68.56892669999797,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
15,['2'],TMT-A_1_4linestimulus12.png,TMT-A_1_4greenlinestimulus12.png,TMT-A_1_4redlinestimulus12.png,None,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.73564919999626,None,['1'],0,[0.08312609999848064],68.73564919999626,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
16,['1'],TMT-A_1_4linestimulus13.png,TMT-A_1_4greenlinestimulus13.png,TMT-A_1_4redlinestimulus13.png,None,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88848499998858,None,['2'],0,[0.023730900007649325],68.88848499998858,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
17,['3'],TMT-A_1_4linestimulus14.png,TMT-A_1_4greenlinestimulus14.png,TMT-A_1_4redlinestimulus14.png,None,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.98589219999849,None,['3'],1,[0.0001306999911321327],68.98589219999849,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
18,['1'],TMT-A_1_4linestimulus15.png,TMT-A_1_4greenlinestimulus15.png,TMT-A_1_4redlinestimulus15.png,None,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.05508819999523,None,['1'],1,[0.07802889999584295],69.05508819999523,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
19,['2'],TMT-A_1_4linestimulus16.png,TMT-A_1_4greenlinestimulus16.png,TMT-A_1_4redlinestimulus16.png,None,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.20788419999008,None,['2'],1,[0.05323409999255091],69.20788419999008,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
20,['3'],TMT-A_1_4linestimulus17.png,TMT-A_1_4greenlinestimulus17.png,TMT-A_1_4redlinestimulus17.png,None,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.33305319999636,None,['3'],1,[-0.03028390000690706],69.33305319999636,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
21,['2'],TMT-A_1_4linestimulus18.png,TMT-A_1_4greenlinestimulus18.png,TMT-A_1_4redlinestimulus18.png,None,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.41003519999504,None,['1'],0,[0.05639379999774974],69.41003519999504,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
22,['3'],TMT-A_1_4linestimulus19.png,TMT-A_1_4greenlinestimulus19.png,TMT-A_1_4redlinestimulus19.png,None,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5483288999967,None,['1'],0,[0.41067140000814106],69.5483288999967,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
23,['1'],TMT-A_1_4linestimulus20.png,TMT-A_1_4greenlinestimulus20.png,TMT-A_1_4redlinestimulus20.png,None,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0345462999976,None,['2'],0,[0.005334499990567565],70.0345462999976,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
24,['2'],TMT-A_1_4linestimulus21.png,TMT-A_1_4greenlinestimulus21.png,TMT-A_1_4redlinestimulus21.png,None,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.12520559999393,None,['3'],0,[0.012283400006708689],70.12520559999393,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
25,['1'],TMT-A_1_4linestimulus22.png,TMT-A_1_4greenlinestimulus22.png,TMT-A_1_4redlinestimulus22.png,None,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.20861289999448,None,['1'],1,[0.3865717000007862],70.20861289999448,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
None,None,TMT-A_1_4linestimulus23.png,TMT-A_1_4greenlinestimulus23.png,TMT-A_1_4redlinestimulus23.png,None,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.66615269999602,None,['2'],0,[0.3047960999974748],70.66615269999602,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
1,['3'],TMT-A_1_5.png,TMT-A_1_5.png,TMT-A_1_5.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,70.98988149999059,None,,,,,,,,,,,,,,74.05488080000214,None,['1'],0,[0.7659930999943754],74.05488080000214,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
2,['1'],TMT-A_1_5.png,TMT-A_1_5firstgreen.png,TMT-A_1_5firstred.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.90212809998775,None,['2'],0,[0.06416029999672901],74.90212809998775,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
3,['2'],TMT-A_1_5linestimulus0.png,TMT-A_1_5greenlinestimulus0.png,TMT-A_1_5redlinestimulus0.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.03405519999797,None,['3'],0,[-0.03302379998785909],75.03405519999797,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
4,['1'],TMT-A_1_5linestimulus1.png,TMT-A_1_5greenlinestimulus1.png,TMT-A_1_5redlinestimulus1.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.10381459999189,None,['1'],1,[0.04597549999016337],75.10381459999189,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
5,['2'],TMT-A_1_5linestimulus2.png,TMT-A_1_5greenlinestimulus2.png,TMT-A_1_5redlinestimulus2.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.22860579998815,None,['2'],1,[0.004684900006395765],75.22860579998815,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
6,['1'],TMT-A_1_5linestimulus3.png,TMT-A_1_5greenlinestimulus3.png,TMT-A_1_5redlinestimulus3.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31181529999594,None,['3'],0,[0.022376900000381283],75.31181529999594,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
7,['3'],TMT-A_1_5linestimulus4.png,TMT-A_1_5greenlinestimulus4.png,TMT-A_1_5redlinestimulus4.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4021694999974,None,['1'],0,[0.050510000000940636],75.4021694999974,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
8,['1'],TMT-A_1_5linestimulus5.png,TMT-A_1_5greenlinestimulus5.png,TMT-A_1_5redlinestimulus5.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.52707529999316,None,['2'],0,[0.010891800004174002],75.52707529999316,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
9,['3'],TMT-A_1_5linestimulus6.png,TMT-A_1_5greenlinestimulus6.png,TMT-A_1_5redlinestimulus6.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.61055449998821,None,['3'],1,[0.015267900002072565],75.61055449998821,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
10,['1'],TMT-A_1_5linestimulus7.png,TMT-A_1_5greenlinestimulus7.png,TMT-A_1_5redlinestimulus7.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7079112999927,None,['1'],1,[0.03394619999744464],75.7079112999927,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
11,['3'],TMT-A_1_5linestimulus8.png,TMT-A_1_5greenlinestimulus8.png,TMT-A_1_5redlinestimulus8.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8188533999928,None,['2'],0,[-0.009922500001266599],75.8188533999928,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
12,['2'],TMT-A_1_5linestimulus9.png,TMT-A_1_5greenlinestimulus9.png,TMT-A_1_5redlinestimulus9.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.88840149999305,None,['3'],0,[0.026136200001928955],75.88840149999305,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
13,['1'],TMT-A_1_5linestimulus10.png,TMT-A_1_5greenlinestimulus10.png,TMT-A_1_5redlinestimulus10.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.98564109999279,None,['1'],1,[0.06879309999931138],75.98564109999279,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
14,['2'],TMT-A_1_5linestimulus11.png,TMT-A_1_5greenlinestimulus11.png,TMT-A_1_5redlinestimulus11.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.12444639999012,None,['2'],1,[-0.008382100000744686],76.12444639999012,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
15,['1'],TMT-A_1_5linestimulus12.png,TMT-A_1_5greenlinestimulus12.png,TMT-A_1_5redlinestimulus12.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.19437189999735,None,['3'],0,[0.027136599994264543],76.19437189999735,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
16,['3'],TMT-A_1_5linestimulus13.png,TMT-A_1_5greenlinestimulus13.png,TMT-A_1_5redlinestimulus13.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.29103429999668,None,['1'],0,[0.06208600000536535],76.29103429999668,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
17,['1'],TMT-A_1_5linestimulus14.png,TMT-A_1_5greenlinestimulus14.png,TMT-A_1_5redlinestimulus14.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.42986389998987,None,['2'],0,[0.0021326999994926155],76.42986389998987,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
18,['2'],TMT-A_1_5linestimulus15.png,TMT-A_1_5greenlinestimulus15.png,TMT-A_1_5redlinestimulus15.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.50665440000012,None,['3'],0,[0.019109300003037788],76.50665440000012,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
19,['1'],TMT-A_1_5linestimulus16.png,TMT-A_1_5greenlinestimulus16.png,TMT-A_1_5redlinestimulus16.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5966136999923,None,['1'],1,[0.05793239999911748],76.5966136999923,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
20,['2'],TMT-A_1_5linestimulus17.png,TMT-A_1_5greenlinestimulus17.png,TMT-A_1_5redlinestimulus17.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.73556879999524,None,['2'],1,[-0.00684049999108538],76.73556879999524,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
21,['3'],TMT-A_1_5linestimulus18.png,TMT-A_1_5greenlinestimulus18.png,TMT-A_1_5redlinestimulus18.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.80499289999716,None,['3'],1,[0.02808389998972416],76.80499289999716,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
22,['2'],TMT-A_1_5linestimulus19.png,TMT-A_1_5greenlinestimulus19.png,TMT-A_1_5redlinestimulus19.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.90909409998858,None,['1'],0,[0.06136809999588877],76.90909409998858,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
23,['1'],TMT-A_1_5linestimulus20.png,TMT-A_1_5greenlinestimulus20.png,TMT-A_1_5redlinestimulus20.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.04794079999556,None,['2'],0,[-0.009139000001596287],77.04794079999556,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
24,['2'],TMT-A_1_5linestimulus21.png,TMT-A_1_5greenlinestimulus21.png,TMT-A_1_5redlinestimulus21.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.11737059999723,None,['3'],0,[0.027429299996583723],77.11737059999723,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
25,['3'],TMT-A_1_5linestimulus22.png,TMT-A_1_5greenlinestimulus22.png,TMT-A_1_5redlinestimulus22.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.21526219999942,None,['1'],0,[0.4215189999958966],77.21526219999942,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
None,None,TMT-A_1_5linestimulus23.png,TMT-A_1_5greenlinestimulus23.png,TMT-A_1_5redlinestimulus23.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.70082240000193,None,None,1,,77.70082240000193,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
1,['1'],TMT-A_1_6.png,TMT-A_1_6.png,TMT-A_1_6.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,78.7119648999942,None,,,,,,,,,,,,,,81.77702199999476,None,['1'],1,[0.44538879999890924],81.77702199999476,None,,,,001,2021_Nov_17_1648,TMTAB,2021.2.3,145.20848309921107,
