NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,['2'],TMT-A_1_3linestimulus1.png,TMT-A_1_3greenlinestimulus1.png,TMT-A_1_3redlinestimulus1.png,10,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,54.534323400002904,None,['1'],0,[0.08895139998639934],54.534323400002904,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
5,['3'],TMT-A_1_3linestimulus2.png,TMT-A_1_3greenlinestimulus2.png,TMT-A_1_3redlinestimulus2.png,10,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,54.701051399999415,None,['2'],0,[-0.025741800011019222],54.701051399999415,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
6,['2'],TMT-A_1_3linestimulus3.png,TMT-A_1_3greenlinestimulus3.png,TMT-A_1_3redlinestimulus3.png,10,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,54.770538199998555,None,['3'],0,[0.01703560000169091],54.770538199998555,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
7,['1'],TMT-A_1_3linestimulus4.png,TMT-A_1_3greenlinestimulus4.png,TMT-A_1_3redlinestimulus4.png,10,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,54.867605299994466,None,['1'],1,[0.08086440000624862],54.867605299994466,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
8,['2'],TMT-A_1_3linestimulus5.png,TMT-A_1_3greenlinestimulus5.png,TMT-A_1_3redlinestimulus5.png,10,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,55.020994000005885,None,['2'],1,[-0.023710499997832812],55.020994000005885,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
9,['1'],TMT-A_1_3linestimulus6.png,TMT-A_1_3greenlinestimulus6.png,TMT-A_1_3redlinestimulus6.png,10,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,55.09673360000306,None,['3'],0,[0.016119399995659478],55.09673360000306,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
10,['2'],TMT-A_1_3linestimulus7.png,TMT-A_1_3greenlinestimulus7.png,TMT-A_1_3redlinestimulus7.png,10,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,55.194009700004244,None,['1'],0,[0.069196299999021],55.194009700004244,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
11,['1'],TMT-A_1_3linestimulus8.png,TMT-A_1_3greenlinestimulus8.png,TMT-A_1_3redlinestimulus8.png,10,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,55.333006400003796,None,['2'],0,[-0.019346199987921864],55.333006400003796,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
12,['3'],TMT-A_1_3linestimulus9.png,TMT-A_1_3greenlinestimulus9.png,TMT-A_1_3redlinestimulus9.png,10,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,55.410355200001504,None,['3'],1,[0.10940689999551978],55.410355200001504,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
13,['1'],TMT-A_1_3linestimulus10.png,TMT-A_1_3greenlinestimulus10.png,TMT-A_1_3redlinestimulus10.png,1,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,55.60470029999851,None,['1'],1,[0.052404400004888885],55.60470029999851,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
14,['2'],TMT-A_1_3linestimulus11.png,TMT-A_1_3greenlinestimulus11.png,TMT-A_1_3redlinestimulus11.png,None,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,55.75071079999907,None,['2'],1,[-0.02425329999823589],55.75071079999907,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
15,['3'],TMT-A_1_3linestimulus12.png,TMT-A_1_3greenlinestimulus12.png,TMT-A_1_3redlinestimulus12.png,None,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,55.84085500000219,None,['3'],1,[0.012299299996811897],55.84085500000219,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
16,['2'],TMT-A_1_3linestimulus13.png,TMT-A_1_3greenlinestimulus13.png,TMT-A_1_3redlinestimulus13.png,None,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,55.923716699995566,None,['1'],0,[0.07610200000635814],55.923716699995566,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
17,['3'],TMT-A_1_3linestimulus14.png,TMT-A_1_3greenlinestimulus14.png,TMT-A_1_3redlinestimulus14.png,None,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,56.082993000003626,None,['2'],0,[-0.022085500007960945],56.082993000003626,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
18,['2'],TMT-A_1_3linestimulus15.png,TMT-A_1_3greenlinestimulus15.png,TMT-A_1_3redlinestimulus15.png,None,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,56.15921199999866,None,['3'],0,[0.025811900006374344],56.15921199999866,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
19,['1'],TMT-A_1_3linestimulus16.png,TMT-A_1_3greenlinestimulus16.png,TMT-A_1_3redlinestimulus16.png,None,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,56.26345559999754,None,['1'],1,[0.3215124999987893],56.26345559999754,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
20,['3'],TMT-A_1_3linestimulus17.png,TMT-A_1_3greenlinestimulus17.png,TMT-A_1_3redlinestimulus17.png,None,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,56.66613690000668,None,['2'],0,[0.04115129999991041],56.66613690000668,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
21,['1'],TMT-A_1_3linestimulus18.png,TMT-A_1_3greenlinestimulus18.png,TMT-A_1_3redlinestimulus18.png,None,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,56.77744910000183,None,['3'],0,[-0.0005416999920271337],56.77744910000183,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
22,['2'],TMT-A_1_3linestimulus19.png,TMT-A_1_3greenlinestimulus19.png,TMT-A_1_3redlinestimulus19.png,None,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,56.853610899997875,None,['1'],0,[0.2515237000043271],56.853610899997875,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
23,['3'],TMT-A_1_3linestimulus20.png,TMT-A_1_3greenlinestimulus20.png,TMT-A_1_3redlinestimulus20.png,None,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,57.17332390000229,None,['2'],0,[0.060999299996183254],57.17332390000229,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
24,['2'],TMT-A_1_3linestimulus21.png,TMT-A_1_3greenlinestimulus21.png,TMT-A_1_3redlinestimulus21.png,None,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,57.30534340000304,None,['3'],0,[0.4126849000022048],57.30534340000304,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
25,['3'],TMT-A_1_3linestimulus22.png,TMT-A_1_3greenlinestimulus22.png,TMT-A_1_3redlinestimulus22.png,None,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,57.79136620000645,None,['2'],0,[2.250402200006647],57.79136620000645,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
None,None,TMT-A_1_3linestimulus23.png,TMT-A_1_3greenlinestimulus23.png,TMT-A_1_3redlinestimulus23.png,None,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,60.11751460000232,None,['2'],0,[0.19576360000064597],60.11751460000232,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.33020240000042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
