Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_2.xlsx,26:52,17,['2'],2,TMTstop-control_1_2linestimulus14.png,TMTstop-control_1_2greenlinestimulus14.png,TMTstop-control_1_2redlinestimulus14.png,2,42,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,1,1,29.509139600209892,None,['2'],1,[-0.05499219987541437],29.509139600209892,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,18,['1'],1,TMTstop-control_1_2linestimulus15.png,TMTstop-control_1_2greenlinestimulus15.png,TMTstop-control_1_2redlinestimulus15.png,2,43,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,2,0,29.585264600114897,None,"['3', '1']",1,"[-0.03048809990286827, 0.10966409998945892]",29.585264600114897,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,19,['3'],3,TMTstop-control_1_2linestimulus16.png,TMTstop-control_1_2greenlinestimulus16.png,TMTstop-control_1_2redlinestimulus16.png,2,44,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,2,0,29.78003490017727,None,"['2', '3']",1,"[-0.034126700134947896, 0.06523319985717535]",29.78003490017727,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,20,['1'],1,TMTstop-control_1_2linestimulus17.png,TMTstop-control_1_2greenlinestimulus17.png,TMTstop-control_1_2redlinestimulus17.png,2,45,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,1,1,29.939894100185484,None,['1'],1,[0.0329243999440223],29.939894100185484,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,21,['2'],2,TMTstop-control_1_2linestimulus18.png,TMTstop-control_1_2greenlinestimulus18.png,TMTstop-control_1_2redlinestimulus18.png,2,46,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,1,1,30.058385600103065,None,['2'],1,[-0.02517709997482598],30.058385600103065,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,22,['1'],1,TMTstop-control_1_2linestimulus19.png,TMTstop-control_1_2greenlinestimulus19.png,TMTstop-control_1_2redlinestimulus19.png,2,47,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,2,0,30.13448530016467,None,"['3', '1']",1,"[-0.01838400005362928, 0.11369400005787611]",30.13448530016467,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,23,['3'],3,TMTstop-control_1_2linestimulus20.png,TMTstop-control_1_2greenlinestimulus20.png,TMTstop-control_1_2redlinestimulus20.png,2,48,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,2,0,30.35036400007084,None,"['2', '3']",1,"[-0.03867930010892451, 0.045392399886623025]",30.35036400007084,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,24,['1'],1,TMTstop-control_1_2linestimulus21.png,TMTstop-control_1_2greenlinestimulus21.png,TMTstop-control_1_2redlinestimulus21.png,2,49,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,1,1,30.50944779999554,None,['1'],1,[0.02325280010700226],30.50944779999554,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,25,['3'],3,TMTstop-control_1_2linestimulus22.png,TMTstop-control_1_2greenlinestimulus22.png,TMTstop-control_1_2redlinestimulus22.png,2,50,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,2,0,30.613872000016272,None,"['2', '3']",1,"[-0.02144009992480278, 0.06444300012663007]",30.613872000016272,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,None,None,None,TMTstop-control_1_2linestimulus23.png,TMTstop-control_1_2greenlinestimulus23.png,TMTstop-control_1_2redlinestimulus23.png,2,Feedback_last,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,4,0,30.773264500079677,None,"['1', '2', '3', '1']",0,"[0.03858969989232719, 0.10239429981447756, 0.1959818999748677, 0.3247148999944329]",30.773264500079677,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
